vector_magnitude,estimated_angle,x_center,y_center,width,height,Leanbot_0,Leanbot_p15,Leanbot_p30,Leanbot_p45,Leanbot_p60,Leanbot_p75,Leanbot_p90,Leanbot_p105,Leanbot_p120,Leanbot_p135,Leanbot_p150,Leanbot_p165,Leanbot_p180,Leanbot_p195,Leanbot_m150,Leanbot_m135,Leanbot_m120,Leanbot_m105,Leanbot_m90,Leanbot_m75,Leanbot_m60,Leanbot_m45,Leanbot_m30,Leanbot_m15,x1,y1,x2,y2,group_id,group_x_center,group_y_center,group_width,group_height
0.0178,-26.8399,338.1060,191.7482,77.3378,47.8417,0.0046,0.0033,0.0007,0.0004,0.0004,0.0002,0.0001,0.0001,0.0002,0.0004,0.0007,0.0004,0.0003,0.0006,0.0007,0.0004,0.0013,0.0009,0.0007,0.0007,0.0016,0.0039,0.0032,0.0047,299.4371,167.8273,376.7748,215.6691,4,337.7500,192.2400,77.5300,48.2000
0.0169,-31.3819,337.8181,192.6419,77.3631,49.0002,0.0036,0.0031,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0001,0.0006,0.0008,0.0003,0.0003,0.0012,0.0008,0.0003,0.0005,0.0004,0.0003,0.0014,0.0048,0.0025,0.0024,0.0049,299.1366,168.1418,376.4996,217.1420,4,337.7500,192.2400,77.5300,48.2000
0.0163,-28.9514,337.3464,192.4149,78.0588,49.9528,0.0045,0.0022,0.0005,0.0010,0.0003,0.0002,0.0002,0.0001,0.0002,0.0006,0.0006,0.0002,0.0004,0.0009,0.0004,0.0005,0.0008,0.0009,0.0005,0.0011,0.0033,0.0023,0.0031,0.0042,298.3170,167.4385,376.3758,217.3913,4,337.7500,192.2400,77.5300,48.2000
0.0158,-31.4908,340.1475,191.5787,72.7852,47.8920,0.0033,0.0026,0.0007,0.0005,0.0004,0.0001,0.0000,0.0001,0.0002,0.0003,0.0004,0.0004,0.0002,0.0005,0.0002,0.0005,0.0010,0.0010,0.0007,0.0012,0.0017,0.0045,0.0025,0.0033,303.7549,167.6327,376.5401,215.5247,4,337.7500,192.2400,77.5300,48.2000
0.0130,-26.9257,337.6164,192.7905,77.5378,46.2386,0.0059,0.0051,0.0011,0.0013,0.0009,0.0002,0.0003,0.0002,0.0003,0.0005,0.0012,0.0006,0.0013,0.0040,0.0023,0.0009,0.0007,0.0009,0.0016,0.0013,0.0013,0.0009,0.0022,0.0055,298.8475,169.6712,376.3853,215.9098,4,337.7500,192.2400,77.5300,48.2000
0.0098,-40.6827,337.3019,192.2190,79.5061,45.8539,0.0036,0.0029,0.0012,0.0013,0.0006,0.0003,0.0004,0.0003,0.0004,0.0007,0.0009,0.0004,0.0013,0.0023,0.0019,0.0008,0.0007,0.0015,0.0022,0.0014,0.0016,0.0010,0.0014,0.0042,297.5488,169.2921,377.0549,215.1460,4,337.7500,192.2400,77.5300,48.2000
0.0080,-30.1859,338.5312,191.9884,77.8341,46.4662,0.0036,0.0034,0.0006,0.0008,0.0009,0.0002,0.0004,0.0002,0.0003,0.0006,0.0011,0.0007,0.0013,0.0027,0.0022,0.0011,0.0005,0.0006,0.0004,0.0007,0.0010,0.0009,0.0023,0.0046,299.6142,168.7552,377.4483,215.2215,4,337.7500,192.2400,77.5300,48.2000
0.0054,-43.3746,337.9947,191.4111,77.9437,46.2532,0.0013,0.0020,0.0005,0.0006,0.0011,0.0003,0.0004,0.0003,0.0003,0.0005,0.0005,0.0005,0.0008,0.0013,0.0012,0.0011,0.0007,0.0007,0.0009,0.0012,0.0012,0.0007,0.0013,0.0026,299.0229,168.2845,376.9666,214.5377,4,337.7500,192.2400,77.5300,48.2000
0.0042,-20.7454,338.2349,191.9391,78.1430,49.5462,0.0009,0.0015,0.0003,0.0001,0.0002,0.0002,0.0001,0.0001,0.0001,0.0004,0.0002,0.0003,0.0001,0.0002,0.0001,0.0003,0.0004,0.0002,0.0001,0.0003,0.0008,0.0009,0.0004,0.0013,299.1633,167.1660,377.3064,216.7122,4,337.7500,192.2400,77.5300,48.2000
0.0030,-30.4965,338.4500,191.9573,77.9959,49.1369,0.0006,0.0006,0.0004,0.0002,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0003,0.0002,0.0001,0.0002,0.0003,0.0003,0.0003,0.0009,0.0004,0.0002,0.0011,299.4520,167.3888,377.4480,216.5258,4,337.7500,192.2400,77.5300,48.2000
0.0027,-58.5763,337.9168,192.7056,78.3710,45.9948,0.0022,0.0018,0.0009,0.0008,0.0009,0.0002,0.0005,0.0004,0.0005,0.0005,0.0016,0.0008,0.0019,0.0027,0.0016,0.0006,0.0005,0.0005,0.0010,0.0008,0.0007,0.0008,0.0015,0.0029,298.7313,169.7082,377.1023,215.7029,4,337.7500,192.2400,77.5300,48.2000
0.0027,-71.2782,338.2789,191.6527,78.6502,46.1502,0.0015,0.0021,0.0006,0.0008,0.0006,0.0002,0.0005,0.0003,0.0004,0.0007,0.0013,0.0010,0.0014,0.0025,0.0023,0.0009,0.0004,0.0006,0.0005,0.0005,0.0009,0.0007,0.0011,0.0036,298.9538,168.5776,377.6040,214.7278,4,337.7500,192.2400,77.5300,48.2000
2.2030,-6.9496,200.7207,192.4452,79.1897,48.9567,0.8302,0.4277,0.0627,0.0258,0.0020,0.0004,0.0000,0.0000,0.0002,0.0028,0.0012,0.0117,0.0008,0.0453,0.0142,0.0026,0.0320,0.0145,0.0052,0.0033,0.0143,0.0686,0.2257,0.7358,161.1258,167.9668,240.3155,216.9235,5,200.7500,192.4800,79.1200,49.2700
2.1329,-9.6526,200.7539,192.5229,78.9669,49.4855,0.7193,0.3823,0.0522,0.0160,0.0040,0.0006,0.0000,0.0000,0.0004,0.0032,0.0014,0.0058,0.0008,0.0232,0.0203,0.0034,0.0219,0.0210,0.0105,0.0100,0.0563,0.0547,0.3038,0.7162,161.2704,167.7802,240.2373,217.2657,5,200.7500,192.4800,79.1200,49.2700
1.9362,-9.6525,200.6395,192.2961,79.3996,49.0669,0.7564,0.2396,0.0339,0.0099,0.0050,0.0005,0.0000,0.0000,0.0002,0.0029,0.0004,0.0084,0.0006,0.0200,0.0087,0.0018,0.0079,0.0158,0.0105,0.0076,0.0165,0.0581,0.2932,0.6461,160.9397,167.7627,240.3393,216.8296,5,200.7500,192.4800,79.1200,49.2700
1.8336,-15.2192,200.7957,192.5175,79.1637,49.4122,0.5916,0.1887,0.0363,0.0077,0.0038,0.0004,0.0000,0.0000,0.0005,0.0027,0.0018,0.0029,0.0008,0.0246,0.0128,0.0029,0.0146,0.0155,0.0119,0.0472,0.0952,0.0948,0.2792,0.6663,161.2139,167.8114,240.3775,217.2236,5,200.7500,192.4800,79.1200,49.2700
1.5787,-6.2968,200.5973,192.4117,79.3457,49.4973,0.6852,0.2266,0.0292,0.0093,0.0014,0.0007,0.0000,0.0000,0.0003,0.0012,0.0007,0.0065,0.0006,0.0216,0.0071,0.0023,0.0064,0.0117,0.0044,0.0025,0.0094,0.0217,0.0917,0.5957,160.9244,167.6631,240.2701,217.1604,5,200.7500,192.4800,79.1200,49.2700
0.9564,-1.3425,200.8675,192.8131,79.0800,49.2301,0.4094,0.3086,0.0228,0.0085,0.0024,0.0003,0.0000,0.0001,0.0004,0.0039,0.0004,0.0031,0.0004,0.0138,0.0116,0.0009,0.0088,0.0050,0.0016,0.0015,0.0142,0.0190,0.0428,0.2070,161.3275,168.1981,240.4075,217.4282,5,200.7500,192.4800,79.1200,49.2700
0.6781,-16.1760,200.9964,192.4520,78.3019,49.2561,0.1961,0.0833,0.0134,0.0042,0.0021,0.0002,0.0001,0.0000,0.0004,0.0014,0.0013,0.0020,0.0007,0.0064,0.0021,0.0010,0.0087,0.0096,0.0056,0.0066,0.0290,0.0832,0.1004,0.2253,161.8455,167.8240,240.1473,217.0801,5,200.7500,192.4800,79.1200,49.2700
0.2669,-24.5146,201.0261,192.5716,77.9942,49.5083,0.0534,0.0392,0.0055,0.0030,0.0007,0.0001,0.0000,0.0000,0.0004,0.0014,0.0009,0.0014,0.0004,0.0043,0.0011,0.0011,0.0062,0.0040,0.0028,0.0173,0.0218,0.0487,0.0561,0.0618,162.0290,167.8175,240.0232,217.3258,5,200.7500,192.4800,79.1200,49.2700
0.0653,-2.8682,201.1720,192.3416,79.4067,47.8781,0.0319,0.0189,0.0042,0.0027,0.0005,0.0004,0.0000,0.0001,0.0001,0.0005,0.0002,0.0018,0.0007,0.0028,0.0013,0.0003,0.0011,0.0025,0.0007,0.0002,0.0011,0.0027,0.0050,0.0111,161.4686,168.4025,240.8753,216.2806,5,200.7500,192.4800,79.1200,49.2700
0.0615,-14.0509,200.8688,193.1719,78.9809,49.9400,0.0128,0.0117,0.0011,0.0010,0.0006,0.0003,0.0001,0.0000,0.0002,0.0008,0.0008,0.0015,0.0004,0.0021,0.0016,0.0009,0.0011,0.0009,0.0005,0.0008,0.0034,0.0026,0.0066,0.0332,161.3784,168.2019,240.3593,218.1419,5,200.7500,192.4800,79.1200,49.2700
0.0333,-7.9855,200.8026,192.7963,80.1688,50.1084,0.0091,0.0105,0.0015,0.0016,0.0006,0.0004,0.0001,0.0001,0.0002,0.0012,0.0003,0.0004,0.0003,0.0010,0.0013,0.0007,0.0010,0.0007,0.0003,0.0003,0.0016,0.0028,0.0036,0.0106,160.7182,167.7421,240.8870,217.8505,5,200.7500,192.4800,79.1200,49.2700
0.0077,-10.8568,201.0155,192.7670,79.7146,48.9334,0.0034,0.0032,0.0009,0.0008,0.0005,0.0001,0.0001,0.0002,0.0003,0.0003,0.0002,0.0004,0.0004,0.0008,0.0007,0.0002,0.0008,0.0008,0.0004,0.0002,0.0008,0.0005,0.0013,0.0010,161.1582,168.3003,240.8728,217.2337,5,200.7500,192.4800,79.1200,49.2700
0.0072,-22.3158,201.0313,193.4156,77.7250,49.4249,0.0030,0.0020,0.0004,0.0004,0.0002,0.0003,0.0001,0.0001,0.0001,0.0004,0.0002,0.0004,0.0003,0.0008,0.0009,0.0003,0.0006,0.0003,0.0002,0.0004,0.0010,0.0009,0.0010,0.0022,162.1688,168.7032,239.8938,218.1281,5,200.7500,192.4800,79.1200,49.2700
0.0048,-24.0690,200.4607,192.5361,77.6648,46.8485,0.0024,0.0021,0.0009,0.0008,0.0007,0.0003,0.0003,0.0003,0.0003,0.0005,0.0010,0.0007,0.0008,0.0017,0.0010,0.0008,0.0004,0.0006,0.0007,0.0006,0.0008,0.0007,0.0014,0.0025,161.6283,169.1118,239.2931,215.9603,5,200.7500,192.4800,79.1200,49.2700
0.0045,-22.3695,200.4598,191.9099,78.9113,47.7651,0.0015,0.0020,0.0004,0.0005,0.0010,0.0002,0.0005,0.0002,0.0003,0.0004,0.0006,0.0006,0.0007,0.0012,0.0008,0.0010,0.0004,0.0003,0.0003,0.0007,0.0008,0.0008,0.0014,0.0023,161.0042,168.0274,239.9155,215.7925,5,200.7500,192.4800,79.1200,49.2700
0.0042,-28.4208,200.4138,192.7623,79.2315,47.0289,0.0020,0.0021,0.0009,0.0008,0.0009,0.0002,0.0004,0.0003,0.0004,0.0004,0.0011,0.0007,0.0010,0.0020,0.0011,0.0007,0.0005,0.0005,0.0008,0.0007,0.0008,0.0006,0.0017,0.0024,160.7981,169.2478,240.0296,216.2767,5,200.7500,192.4800,79.1200,49.2700
0.0037,-24.3474,201.0494,192.1566,79.7913,50.4846,0.0010,0.0008,0.0005,0.0002,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0004,0.0003,0.0003,0.0003,0.0007,0.0005,0.0002,0.0015,161.1537,166.9143,240.9450,217.3989,5,200.7500,192.4800,79.1200,49.2700
0.0037,-34.7392,199.4789,191.4324,78.4359,47.4721,0.0018,0.0020,0.0007,0.0009,0.0007,0.0002,0.0005,0.0003,0.0004,0.0007,0.0016,0.0008,0.0012,0.0021,0.0014,0.0010,0.0004,0.0005,0.0005,0.0006,0.0009,0.0007,0.0017,0.0036,160.2609,167.6963,238.6968,215.1684,5,200.7500,192.4800,79.1200,49.2700
2.1917,-15.7733,352.4612,294.2205,90.5412,58.7823,0.5949,0.1778,0.0046,0.0042,0.0031,0.0015,0.0000,0.0000,0.0001,0.0040,0.0031,0.0205,0.0005,0.0102,0.0024,0.0015,0.0031,0.0120,0.0018,0.0076,0.0580,0.1635,0.5118,0.8151,307.1906,264.8293,397.7318,323.6116,6,352.3400,294.2500,90.0900,58.8200
2.1719,-17.5436,352.7716,294.1012,89.8134,58.8640,0.5933,0.1262,0.0021,0.0035,0.0018,0.0016,0.0000,0.0000,0.0001,0.0037,0.0066,0.0152,0.0006,0.0151,0.0034,0.0029,0.0059,0.0073,0.0029,0.0184,0.0736,0.1798,0.5344,0.7938,307.8649,264.6692,397.6783,323.5332,6,352.3400,294.2500,90.0900,58.8200
2.0473,-15.9075,352.1975,294.2899,90.4579,59.0050,0.4743,0.2211,0.0088,0.0134,0.0032,0.0007,0.0000,0.0000,0.0004,0.0039,0.0042,0.0107,0.0010,0.0277,0.0074,0.0020,0.0072,0.0053,0.0014,0.0121,0.0891,0.1559,0.4041,0.8403,306.9686,264.7874,397.4265,323.7923,6,352.3400,294.2500,90.0900,58.8200
1.9331,-14.8257,352.1795,294.5455,91.0691,58.8046,0.4877,0.1925,0.0123,0.0059,0.0027,0.0007,0.0000,0.0000,0.0003,0.0029,0.0035,0.0090,0.0005,0.0149,0.0020,0.0016,0.0052,0.0087,0.0025,0.0112,0.0385,0.1516,0.3753,0.7877,306.6450,265.1432,397.7140,323.9478,6,352.3400,294.2500,90.0900,58.8200
1.8022,-17.1730,352.0807,294.1832,88.6717,59.0164,0.5271,0.1633,0.0051,0.0072,0.0035,0.0005,0.0000,0.0000,0.0002,0.0078,0.0050,0.0147,0.0006,0.0247,0.0078,0.0016,0.0128,0.0062,0.0018,0.0127,0.0785,0.1527,0.4747,0.5471,307.7449,264.6750,396.4165,323.6914,6,352.3400,294.2500,90.0900,58.8200
1.4423,-18.2847,352.3766,294.2216,89.3406,58.5925,0.3114,0.1415,0.0042,0.0058,0.0012,0.0006,0.0001,0.0000,0.0003,0.0021,0.0043,0.0073,0.0007,0.0202,0.0028,0.0011,0.0052,0.0045,0.0024,0.0235,0.1177,0.0735,0.3123,0.5852,307.7063,264.9254,397.0470,323.5178,6,352.3400,294.2500,90.0900,58.8200
1.0292,-16.8129,352.5479,294.2374,90.0766,58.8012,0.3152,0.0956,0.0031,0.0087,0.0016,0.0008,0.0000,0.0000,0.0005,0.0034,0.0031,0.0036,0.0005,0.0097,0.0033,0.0010,0.0064,0.0031,0.0012,0.0152,0.0784,0.0836,0.1851,0.3431,307.5096,264.8367,397.5862,323.6380,6,352.3400,294.2500,90.0900,58.8200
0.8500,-17.7011,352.6252,294.2415,90.1849,58.6790,0.2526,0.0700,0.0046,0.0085,0.0014,0.0004,0.0001,0.0000,0.0003,0.0025,0.0023,0.0020,0.0002,0.0085,0.0024,0.0004,0.0059,0.0032,0.0010,0.0134,0.0644,0.0851,0.1513,0.2820,307.5327,264.9020,397.7176,323.5810,6,352.3400,294.2500,90.0900,58.8200
0.6638,-12.7442,351.6408,294.0924,91.3008,59.2401,0.1970,0.0874,0.0064,0.0063,0.0019,0.0005,0.0001,0.0000,0.0003,0.0030,0.0020,0.0021,0.0007,0.0099,0.0043,0.0012,0.0031,0.0029,0.0012,0.0036,0.0193,0.0399,0.1168,0.2466,305.9904,264.4723,397.2912,323.7125,6,352.3400,294.2500,90.0900,58.8200
0.2262,-11.2075,351.8330,294.1334,88.6263,58.0515,0.0903,0.0443,0.0039,0.0040,0.0021,0.0004,0.0001,0.0000,0.0007,0.0025,0.0010,0.0020,0.0003,0.0037,0.0014,0.0002,0.0021,0.0026,0.0007,0.0037,0.0211,0.0128,0.0315,0.0470,307.5198,265.1077,396.1461,323.1591,6,352.3400,294.2500,90.0900,58.8200
0.1808,-29.5019,352.2952,293.9855,89.1603,58.4045,0.0365,0.0114,0.0013,0.0024,0.0005,0.0003,0.0002,0.0000,0.0002,0.0010,0.0016,0.0025,0.0003,0.0046,0.0012,0.0004,0.0023,0.0015,0.0009,0.0088,0.0320,0.0306,0.0450,0.0414,307.7150,264.7833,396.8753,323.1878,6,352.3400,294.2500,90.0900,58.8200
0.1443,-17.7312,352.3922,295.2509,91.7290,57.6989,0.0335,0.0217,0.0034,0.0020,0.0005,0.0002,0.0000,0.0000,0.0004,0.0012,0.0007,0.0009,0.0002,0.0026,0.0005,0.0004,0.0015,0.0017,0.0005,0.0058,0.0105,0.0150,0.0264,0.0469,306.5276,266.4015,398.2567,324.1004,6,352.3400,294.2500,90.0900,58.8200
0.0721,-25.9804,352.8704,294.1072,90.5506,58.5484,0.0093,0.0084,0.0011,0.0006,0.0005,0.0002,0.0000,0.0000,0.0003,0.0009,0.0012,0.0008,0.0003,0.0012,0.0008,0.0008,0.0023,0.0011,0.0005,0.0019,0.0059,0.0187,0.0094,0.0287,307.5951,264.8330,398.1457,323.3814,6,352.3400,294.2500,90.0900,58.8200
0.0125,-24.1060,349.9238,294.3087,84.6995,58.3968,0.0046,0.0021,0.0004,0.0006,0.0004,0.0003,0.0001,0.0001,0.0001,0.0007,0.0005,0.0009,0.0004,0.0006,0.0006,0.0004,0.0011,0.0009,0.0003,0.0003,0.0013,0.0012,0.0045,0.0027,307.5741,265.1103,392.2736,323.5070,6,352.3400,294.2500,90.0900,58.8200
0.0069,-33.1025,354.2275,295.6175,88.4905,56.2269,0.0009,0.0016,0.0003,0.0002,0.0004,0.0001,0.0001,0.0001,0.0002,0.0004,0.0003,0.0005,0.0002,0.0002,0.0002,0.0004,0.0007,0.0005,0.0001,0.0006,0.0011,0.0026,0.0007,0.0020,309.9822,267.5040,398.4728,323.7310,6,352.3400,294.2500,90.0900,58.8200
0.0027,-41.4632,348.1249,292.4825,86.6483,55.9713,0.0016,0.0009,0.0007,0.0007,0.0008,0.0003,0.0003,0.0003,0.0004,0.0006,0.0008,0.0005,0.0008,0.0012,0.0010,0.0006,0.0005,0.0006,0.0007,0.0005,0.0009,0.0008,0.0011,0.0016,304.8007,264.4968,391.4490,320.4682,6,352.3400,294.2500,90.0900,58.8200
0.0015,-35.4080,350.8905,291.5134,90.2609,53.7692,0.0011,0.0008,0.0006,0.0006,0.0006,0.0003,0.0004,0.0004,0.0004,0.0006,0.0008,0.0006,0.0007,0.0010,0.0006,0.0006,0.0004,0.0006,0.0006,0.0004,0.0006,0.0006,0.0010,0.0013,305.7600,264.6288,396.0209,318.3980,6,352.3400,294.2500,90.0900,58.8200
2.1045,-12.4653,126.8442,435.2687,110.7493,74.8504,0.6174,0.2314,0.0281,0.0171,0.0082,0.0009,0.0000,0.0000,0.0002,0.0054,0.0010,0.0149,0.0004,0.0127,0.0047,0.0029,0.0044,0.0152,0.0027,0.0027,0.0229,0.1486,0.3939,0.7856,71.4696,397.8435,182.2188,472.6940,7,126.9800,435.4900,110.4800,74.3000
1.9668,-14.3358,127.4802,435.5806,110.4607,73.9007,0.5796,0.1366,0.0062,0.0082,0.0036,0.0011,0.0000,0.0000,0.0002,0.0063,0.0032,0.0156,0.0005,0.0176,0.0091,0.0043,0.0103,0.0081,0.0021,0.0044,0.0347,0.0906,0.3978,0.8403,72.2498,398.6302,182.7106,472.5309,7,126.9800,435.4900,110.4800,74.3000
1.5774,-11.7108,126.4622,435.5209,110.6639,75.3773,0.4674,0.1924,0.0311,0.0193,0.0073,0.0003,0.0000,0.0000,0.0004,0.0023,0.0012,0.0028,0.0004,0.0159,0.0051,0.0017,0.0087,0.0102,0.0042,0.0035,0.0203,0.1323,0.2133,0.6125,71.1302,397.8322,181.7941,473.2095,7,126.9800,435.4900,110.4800,74.3000
1.5224,-15.4328,127.1034,435.2867,110.0045,74.2427,0.3227,0.1432,0.0102,0.0235,0.0032,0.0007,0.0000,0.0000,0.0003,0.0046,0.0026,0.0065,0.0010,0.0160,0.0091,0.0032,0.0070,0.0032,0.0008,0.0042,0.0352,0.1248,0.3176,0.6627,72.1012,398.1653,182.1057,472.4081,7,126.9800,435.4900,110.4800,74.3000
1.4108,-16.0922,127.5218,435.7905,111.0799,73.7069,0.3136,0.1400,0.0076,0.0107,0.0024,0.0006,0.0001,0.0000,0.0005,0.0033,0.0066,0.0069,0.0009,0.0245,0.0080,0.0012,0.0082,0.0048,0.0011,0.0068,0.0879,0.0570,0.2702,0.6458,71.9818,398.9370,183.0617,472.6439,7,126.9800,435.4900,110.4800,74.3000
1.2375,-9.0893,126.9937,435.2941,111.4020,74.3053,0.3532,0.2217,0.0277,0.0276,0.0034,0.0007,0.0000,0.0000,0.0006,0.0041,0.0015,0.0039,0.0003,0.0123,0.0046,0.0008,0.0066,0.0050,0.0011,0.0044,0.0320,0.0897,0.1210,0.4694,71.2927,398.1414,182.6947,472.4467,7,126.9800,435.4900,110.4800,74.3000
0.9937,-12.5974,126.5202,436.0114,108.2609,73.1122,0.3398,0.0946,0.0047,0.0038,0.0024,0.0006,0.0000,0.0000,0.0002,0.0074,0.0027,0.0094,0.0006,0.0167,0.0093,0.0026,0.0076,0.0035,0.0008,0.0021,0.0165,0.0556,0.1453,0.4188,72.3897,399.4553,180.6506,472.5675,7,126.9800,435.4900,110.4800,74.3000
0.7962,-9.1232,127.4853,435.4811,111.3054,74.2960,0.3193,0.1106,0.0077,0.0164,0.0019,0.0007,0.0000,0.0001,0.0008,0.0028,0.0012,0.0022,0.0004,0.0084,0.0070,0.0010,0.0061,0.0027,0.0010,0.0039,0.0324,0.0380,0.0613,0.2777,71.8326,398.3331,183.1380,472.6291,7,126.9800,435.4900,110.4800,74.3000
0.4168,-20.1639,126.5367,434.9823,109.9764,75.0780,0.0507,0.0539,0.0046,0.0067,0.0020,0.0004,0.0001,0.0000,0.0003,0.0032,0.0024,0.0015,0.0004,0.0041,0.0037,0.0014,0.0053,0.0017,0.0006,0.0032,0.0159,0.0727,0.1083,0.1472,71.5485,397.4433,181.5249,472.5213,7,126.9800,435.4900,110.4800,74.3000
0.3012,-3.6184,126.0532,435.4813,111.4969,74.5194,0.0624,0.1004,0.0187,0.0074,0.0019,0.0003,0.0000,0.0000,0.0007,0.0011,0.0006,0.0022,0.0002,0.0062,0.0010,0.0003,0.0015,0.0025,0.0004,0.0012,0.0059,0.0240,0.0160,0.1007,70.3048,398.2215,181.8017,472.7410,7,126.9800,435.4900,110.4800,74.3000
0.1277,-4.1238,126.1115,435.7444,108.1351,73.0715,0.0522,0.0358,0.0052,0.0018,0.0010,0.0004,0.0000,0.0001,0.0005,0.0016,0.0005,0.0017,0.0003,0.0017,0.0016,0.0003,0.0029,0.0020,0.0005,0.0006,0.0046,0.0037,0.0074,0.0328,72.0439,399.2087,180.1791,472.2802,7,126.9800,435.4900,110.4800,74.3000
0.0635,-17.6519,125.6137,435.9712,107.6848,72.6266,0.0184,0.0059,0.0007,0.0012,0.0004,0.0005,0.0001,0.0001,0.0001,0.0008,0.0010,0.0018,0.0004,0.0027,0.0013,0.0004,0.0012,0.0009,0.0004,0.0009,0.0043,0.0044,0.0108,0.0292,71.7713,399.6578,179.4561,472.2845,7,126.9800,435.4900,110.4800,74.3000
0.0252,-11.6589,123.7264,435.4758,103.0251,70.9193,0.0130,0.0050,0.0008,0.0011,0.0006,0.0004,0.0000,0.0001,0.0001,0.0008,0.0005,0.0024,0.0005,0.0010,0.0014,0.0005,0.0014,0.0009,0.0002,0.0002,0.0013,0.0019,0.0040,0.0071,72.2139,400.0162,175.2390,470.9355,7,126.9800,435.4900,110.4800,74.3000
0.0150,-14.0927,125.7020,435.4123,112.4056,74.5266,0.0016,0.0051,0.0012,0.0008,0.0006,0.0002,0.0001,0.0001,0.0006,0.0004,0.0005,0.0006,0.0002,0.0005,0.0003,0.0002,0.0007,0.0007,0.0001,0.0004,0.0010,0.0048,0.0008,0.0049,69.4992,398.1490,181.9048,472.6756,7,126.9800,435.4900,110.4800,74.3000
0.0098,-25.3392,125.4749,435.8223,111.8667,74.5222,0.0015,0.0021,0.0005,0.0006,0.0006,0.0001,0.0001,0.0001,0.0003,0.0003,0.0004,0.0002,0.0001,0.0005,0.0004,0.0003,0.0006,0.0003,0.0002,0.0003,0.0009,0.0048,0.0011,0.0019,69.5415,398.5611,181.4082,473.0834,7,126.9800,435.4900,110.4800,74.3000
0.0051,1.8258,122.3965,435.2496,99.6624,69.8690,0.0022,0.0021,0.0010,0.0007,0.0005,0.0002,0.0001,0.0002,0.0003,0.0004,0.0002,0.0003,0.0003,0.0007,0.0007,0.0001,0.0004,0.0004,0.0002,0.0001,0.0006,0.0003,0.0004,0.0012,72.5653,400.3151,172.2277,470.1841,7,126.9800,435.4900,110.4800,74.3000
0.0028,-9.9032,126.9651,435.0009,109.1843,70.6155,0.0013,0.0010,0.0008,0.0009,0.0008,0.0004,0.0004,0.0006,0.0005,0.0006,0.0008,0.0005,0.0006,0.0009,0.0005,0.0007,0.0005,0.0005,0.0006,0.0005,0.0006,0.0007,0.0012,0.0016,72.3730,399.6931,181.5573,470.3086,7,126.9800,435.4900,110.4800,74.3000
0.0024,-12.2742,126.2430,435.9962,108.7117,73.4669,0.0006,0.0005,0.0005,0.0003,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0002,0.0001,0.0002,0.0003,0.0002,0.0001,0.0001,0.0003,0.0005,0.0002,0.0012,71.8871,399.2627,180.5988,472.7296,7,126.9800,435.4900,110.4800,74.3000
0.0004,-165.0599,127.3650,434.9169,108.1408,69.6953,0.0010,0.0008,0.0007,0.0007,0.0007,0.0003,0.0005,0.0004,0.0007,0.0008,0.0012,0.0009,0.0009,0.0012,0.0009,0.0005,0.0005,0.0005,0.0005,0.0005,0.0007,0.0006,0.0008,0.0012,73.2946,400.0692,181.4354,469.7646,7,126.9800,435.4900,110.4800,74.3000
2.0836,-10.8774,509.8175,293.0409,92.3076,59.2246,0.7182,0.2529,0.0050,0.0031,0.0026,0.0022,0.0000,0.0000,0.0001,0.0044,0.0023,0.0279,0.0005,0.0127,0.0046,0.0024,0.0032,0.0110,0.0024,0.0048,0.0207,0.0709,0.3628,0.7809,463.6637,263.4286,555.9713,322.6532,8,510.0200,293.0800,92.5400,59.3800
2.0186,-10.3651,510.1099,292.8575,93.1268,59.2010,0.7474,0.2239,0.0039,0.0042,0.0016,0.0022,0.0000,0.0000,0.0001,0.0048,0.0045,0.0299,0.0011,0.0237,0.0105,0.0054,0.0088,0.0067,0.0018,0.0034,0.0181,0.0504,0.2861,0.8284,463.5465,263.2570,556.6733,322.4580,8,510.0200,293.0800,92.5400,59.3800
1.8167,-12.8171,510.1390,293.2047,91.5444,59.5512,0.5601,0.1898,0.0092,0.0047,0.0030,0.0006,0.0000,0.0000,0.0003,0.0026,0.0031,0.0080,0.0007,0.0166,0.0026,0.0017,0.0039,0.0107,0.0038,0.0082,0.0293,0.0944,0.3173,0.7185,464.3668,263.4291,555.9113,322.9802,8,510.0200,293.0800,92.5400,59.3800
1.6416,-10.8035,509.9092,293.2427,92.2799,59.9441,0.4714,0.2642,0.0098,0.0057,0.0016,0.0008,0.0000,0.0000,0.0002,0.0032,0.0032,0.0202,0.0026,0.0352,0.0155,0.0033,0.0042,0.0054,0.0014,0.0051,0.0456,0.0384,0.2010,0.7533,463.7693,263.2707,556.0492,323.2148,8,510.0200,293.0800,92.5400,59.3800
1.3982,-9.4980,509.7442,293.0536,93.4442,59.3073,0.5652,0.1824,0.0059,0.0054,0.0022,0.0009,0.0000,0.0000,0.0001,0.0069,0.0033,0.0244,0.0016,0.0302,0.0159,0.0036,0.0096,0.0043,0.0009,0.0015,0.0144,0.0260,0.1969,0.5334,463.0221,263.4000,556.4663,322.7072,8,510.0200,293.0800,92.5400,59.3800
